person_id,runtime_cohort,physical_leg_mode,routing_choice_mode,previous_root_cause,planned_departure,realized_departure,waiting_start,waiting_duration_to_48h,waiting_stop,destination_stop,previously_boarded,previously_alighted,last_vehicle,last_line,last_route,scheduled_services_at_stop,scheduled_later_services,later_compatible_services,last_service,last_compatible_service,wait_after_service_end,wait_after_compatible_service_end,actual_later_vehicle_passes,actual_compatible_passes,first_actual_compatible_pass,classification,confirmed_pipeline_error
"1590808",regional_background,pt,pt,PT_BOARDED_NOT_ARRIVED,74280.000,75911.000,75911.000,96889.000,"3958.3","4203",true,true,"tr_9984","XXX---2249603_3","XXX---2249603_3_5",32,0,0,74280.000,74280.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"1615986",regional_background,pt,pt,PT_NEVER_BOARDED,73881.000,76087.000,76087.000,96713.000,"3620","4138",false,false,"","","",35,0,0,74880.000,74880.000,true,true,0,0,,NO_LATER_SERVICE,false
"162226",munich_resident,pt,pt,PT_NEVER_BOARDED,2676.000,54215.000,54215.000,118585.000,"108810","108466",false,false,"","","",151,67,0,91830.000,16680.000,false,true,67,0,,NO_COMPATIBLE_CONNECTION,false
"1643679",unresolved_background,pt,pt,PT_BOARDED_NOT_ARRIVED,65040.000,79291.000,79291.000,93509.000,"102229","167865",true,true,"tr_896","XXX---162192_3","XXX---162192_3_1",12,0,0,65280.000,65280.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"1647487",regional_background,pt,pt,PT_BOARDED_NOT_ARRIVED,64500.000,76804.000,76804.000,95996.000,"102028.10","102040",true,true,"tr_896","XXX---162192_3","XXX---162192_3_1",17,1,0,78780.000,72060.000,false,true,1,0,,TRANSFER_MISSED_AFTER_DELAY,false
"1673388",regional_background,pt,pt,PT_NEVER_BOARDED,53539.000,56416.000,56416.000,116384.000,"3965","4325",false,false,"","","",40,15,5,73860.000,72060.000,false,false,15,5,57660.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"1677860",regional_background,pt,pt,PT_NEVER_BOARDED,40444.000,77140.000,77140.000,95660.000,"3701","3829",false,false,"","","",122,2,0,84060.000,73920.000,false,true,2,0,,NO_COMPATIBLE_CONNECTION,false
"170193",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,31140.000,86228.000,86228.000,86572.000,"5974","108497",true,true,"tr_21956","XXX---2268559_3","XXX---2268559_3_1",76,0,0,86220.000,86220.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"171070",munich_resident,pt,pt,PT_NEVER_BOARDED,7980.000,60103.000,60103.000,112697.000,"106435","108564.2",false,false,"","","",230,87,0,90990.000,15750.000,false,true,87,0,,NO_COMPATIBLE_CONNECTION,false
"1714884",munich_resident,pt,pt,PT_NEVER_BOARDED,7502.000,81670.000,81670.000,91130.000,"180825","108466",false,false,"","","",114,9,9,91770.000,91770.000,false,false,9,9,82170.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"1730570",munich_resident,pt,pt,PT_NEVER_BOARDED,1667.000,57359.000,57359.000,115441.000,"108672","106051",false,false,"","","",199,80,0,89730.000,15450.000,false,true,80,0,,NO_COMPATIBLE_CONNECTION,false
"1734081",munich_resident,pt,pt,PT_NEVER_BOARDED,1509.000,77666.000,77666.000,95134.000,"109366","106050",false,false,"","","",113,12,0,88950.000,14910.000,false,true,12,0,,NO_COMPATIBLE_CONNECTION,false
"1745049",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,68280.000,72983.000,72983.000,99817.000,"106861","109833",true,true,"tr_2587","XXX---162455_109","XXX---162455_109_5",140,22,16,91170.000,91170.000,false,false,22,16,73173.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"1758228",munich_resident,pt,pt,PT_NEVER_BOARDED,29754.000,32900.000,32900.000,139900.000,"107019","107077",false,false,"","","",126,89,0,92100.000,32340.000,false,true,89,0,,NO_COMPATIBLE_CONNECTION,false
"1777645",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,5700.000,74004.000,74004.000,98796.000,"106053","107257",true,true,"tr_3250","XXX---162460_109","XXX---162460_109_11",7,0,0,16560.000,16560.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"178570",munich_resident,pt,pt,PT_NEVER_BOARDED,6940.000,67727.000,67727.000,105073.000,"107493.2","106385.2",false,false,"","","",3,0,0,17190.000,17190.000,true,true,0,0,,NO_LATER_SERVICE,false
"1799974",munich_resident,pt,pt,PT_NEVER_BOARDED,4399.000,73359.000,73359.000,99441.000,"108522","106467",false,false,"","","",145,21,0,91290.000,16350.000,false,true,21,0,,NO_COMPATIBLE_CONNECTION,false
"180115",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,17100.000,55710.000,55710.000,117090.000,"107474.2","107966.1",true,true,"tr_40332","XXX---2271998_1","XXX---2271998_1_4",4,0,0,22950.000,22950.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"1803575",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,4860.000,87639.000,87639.000,85161.000,"106214","108460",true,true,"tr_3074","XXX---162458_109","XXX---162458_109_28",152,5,0,92520.000,16200.000,false,true,5,0,,TRANSFER_MISSED_AFTER_DELAY,false
"180837",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,30060.000,86424.000,86424.000,86376.000,"106049.1","106268",true,true,"tr_2967","XXX---162458_109","XXX---162458_109_4",193,4,4,90540.000,90540.000,false,false,4,4,86943.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"1831730",munich_resident,pt,pt,PT_NEVER_BOARDED,11047.000,75404.000,75404.000,97396.000,"108342","106079.2",false,false,"","","",157,18,0,92370.000,16650.000,false,true,18,0,,NO_COMPATIBLE_CONNECTION,false
"1836200",munich_resident,pt,pt,PT_NEVER_BOARDED,10792.000,80557.000,80557.000,92243.000,"106145","106056.1",false,false,"","","",4,0,0,15720.000,15720.000,true,true,0,0,,NO_LATER_SERVICE,false
"1853769",munich_resident,pt,pt,PT_NEVER_BOARDED,69735.000,71423.000,71423.000,101377.000,"109040.1","109343",false,false,"","","",62,0,0,71250.000,71250.000,true,true,0,0,,NO_LATER_SERVICE,false
"1873519",munich_resident,pt,pt,PT_NEVER_BOARDED,5602.000,88445.000,88445.000,84355.000,"142509.5","106046",false,false,"","","",60,0,0,87180.000,84780.000,true,true,0,0,,NO_LATER_SERVICE,false
"1874200",munich_resident,pt,pt,PT_NEVER_BOARDED,6390.000,77464.000,77464.000,95336.000,"107408","108970",false,false,"","","",111,11,0,90450.000,14490.000,false,true,11,0,,NO_COMPATIBLE_CONNECTION,false
"1880236",munich_resident,pt,pt,PT_NEVER_BOARDED,5366.000,71487.000,71487.000,101313.000,"107837","107351.1",false,false,"","","",220,44,1,90330.000,90330.000,false,false,44,1,90330.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"1885936",munich_resident,pt,pt,PT_NEVER_BOARDED,11911.000,68932.000,68932.000,103868.000,"106690.1","106214",false,false,"","","",4,0,0,15960.000,15960.000,true,true,0,0,,NO_LATER_SERVICE,false
"189028",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,69600.000,108140.000,108140.000,64660.000,"106437","109957",true,true,"tr_1241","XXX---162308_101","XXX---162308_101_0",311,0,0,93390.000,93390.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"1892098",munich_resident,pt,pt,PT_NEVER_BOARDED,9127.000,76652.000,76652.000,96148.000,"108233","106079.2",false,false,"","","",157,17,0,92550.000,16800.000,false,true,17,0,,NO_COMPATIBLE_CONNECTION,false
"1892121",munich_resident,pt,pt,PT_NEVER_BOARDED,11029.000,69124.000,69124.000,103676.000,"106343.1","108747",false,false,"","","",4,0,0,16470.000,16470.000,true,true,0,0,,NO_LATER_SERVICE,false
"1898052",munich_resident,pt,pt,PT_NEVER_BOARDED,4590.000,87346.000,87346.000,85454.000,"108392","106079.2",false,false,"","","",157,5,0,92310.000,16620.000,false,true,5,0,,NO_COMPATIBLE_CONNECTION,false
"1900563",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,17520.000,83626.000,83626.000,89174.000,"107075.1","107064",true,true,"tr_39841","XXX---2271997_1","XXX---2271997_1_3",6,0,0,21030.000,21030.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"190519",munich_resident,pt,pt,PT_NEVER_BOARDED,7812.000,61381.000,61381.000,111419.000,"109003","106054",false,false,"","","",126,41,0,91020.000,14520.000,false,true,41,0,,NO_COMPATIBLE_CONNECTION,false
"195673",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,4620.000,59083.000,59083.000,113717.000,"106214","108810",true,true,"tr_3482","XXX---162462_109","XXX---162462_109_1",152,55,54,92520.000,91320.000,false,false,55,54,59160.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"1959799",munich_resident,pt,pt,PT_NEVER_BOARDED,8065.000,56664.000,56664.000,116136.000,"106911","106048",false,false,"","","",113,48,0,90060.000,15330.000,false,true,48,0,,NO_COMPATIBLE_CONNECTION,false
"202024",munich_resident,pt,pt,PT_NEVER_BOARDED,2884.000,54534.000,54534.000,118266.000,"106158","106047.3",false,false,"","","",223,104,52,90060.000,89550.000,false,false,104,52,54540.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"203137",munich_resident,pt,pt,PT_NEVER_BOARDED,6814.000,62917.000,62917.000,109883.000,"107469","106355.1",false,false,"","","",115,39,37,94050.000,89790.000,false,false,39,37,63390.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2039658",munich_resident,pt,pt,PT_NEVER_BOARDED,53907.000,54252.000,54252.000,118548.000,"108933","106104.2",false,false,"","","",22,7,7,69540.000,69540.000,false,false,7,7,56400.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2040436",munich_resident,pt,pt,PT_NEVER_BOARDED,3691.000,70532.000,70532.000,102268.000,"108605","108564.2",false,false,"","","",145,26,0,91200.000,16290.000,false,true,26,0,,NO_COMPATIBLE_CONNECTION,false
"2047168",munich_resident,pt,pt,PT_NEVER_BOARDED,13336.000,68083.000,68083.000,104717.000,"106467","107350",false,false,"","","",228,61,31,91860.000,91860.000,false,false,61,31,68430.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2048210",munich_resident,pt,pt,PT_NEVER_BOARDED,4550.000,75161.000,75161.000,97639.000,"107547","108850",false,false,"","","",48,0,0,74370.000,18510.000,true,true,0,0,,NO_LATER_SERVICE,false
"2049798",munich_resident,pt,pt,PT_NEVER_BOARDED,12298.000,88559.000,88559.000,84241.000,"108342","106433",false,false,"","","",157,4,4,92370.000,92370.000,false,false,4,4,88770.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2059783",munich_resident,pt,pt,PT_NEVER_BOARDED,1993.000,68756.000,68756.000,104044.000,"108276","106079.2",false,false,"","","",157,29,0,92130.000,16470.000,false,true,29,0,,NO_COMPATIBLE_CONNECTION,false
"2082556",munich_resident,pt,pt,PT_NEVER_BOARDED,4639.000,69858.000,69858.000,102942.000,"106208","106053",false,false,"","","",7,0,0,15840.000,15840.000,true,true,0,0,,NO_LATER_SERVICE,false
"2103565",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,67125.000,68093.000,68093.000,104707.000,"12799.4","106108.2",true,true,"tr_34055","XXX---2268802_3","XXX---2268802_3_1",23,0,0,67140.000,67140.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2107",regional_background,pt,pt,PT_BOARDED_NOT_ARRIVED,48390.000,63825.000,63825.000,108975.000,"142500.1","102028.7",true,true,"tr_43935","XXX---2272016_0","XXX---2272016_0_0",229,54,5,86640.000,82800.000,false,false,54,5,65942.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"212389",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,5640.000,54744.000,54744.000,118056.000,"106055","109252",true,true,"tr_2799","XXX---162456_109","XXX---162456_109_11",11,0,0,16770.000,16500.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2137182",munich_resident,pt,pt,PT_NEVER_BOARDED,2399.000,91303.000,91303.000,81497.000,"107826","106480",false,false,"","","",115,1,0,93660.000,13800.000,false,true,1,0,,NO_COMPATIBLE_CONNECTION,false
"2139801",munich_resident,pt,pt,PT_NEVER_BOARDED,71763.000,73134.000,73134.000,99666.000,"109243","106109",false,false,"","","",193,22,22,91770.000,91770.000,false,false,22,22,73320.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2141910",munich_resident,pt,pt,PT_NEVER_BOARDED,6413.000,69219.000,69219.000,103581.000,"109366","106050",false,false,"","","",113,26,0,88950.000,14910.000,false,true,26,0,,NO_COMPATIBLE_CONNECTION,false
"214611",munich_resident,pt,pt,PT_NEVER_BOARDED,7414.000,79340.000,79340.000,93460.000,"109345","108775",false,false,"","","",113,9,9,89280.000,89280.000,false,false,9,9,79890.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"214880",munich_resident,pt,pt,PT_NEVER_BOARDED,5431.000,58508.000,58508.000,114292.000,"107945","106047.3",false,false,"","","",114,44,43,89490.000,88290.000,false,false,44,43,58560.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2153827",munich_resident,pt,pt,PT_NEVER_BOARDED,10458.000,86869.000,86869.000,85931.000,"109917","106948.1",false,false,"","","",79,0,0,84450.000,84450.000,true,true,0,0,,NO_LATER_SERVICE,false
"2171583",munich_resident,pt,pt,PT_NEVER_BOARDED,9492.000,75079.000,75079.000,97721.000,"106691","107350",false,false,"","","",149,18,0,91380.000,17910.000,false,true,18,0,,NO_COMPATIBLE_CONNECTION,false
"2174569",munich_resident,pt,pt,PT_NEVER_BOARDED,11207.000,70035.000,70035.000,102765.000,"109251.1","107257",false,false,"","","",3,0,0,15030.000,15030.000,true,true,0,0,,NO_LATER_SERVICE,false
"2177112",munich_resident,pt,pt,PT_NEVER_BOARDED,70333.000,73680.000,73680.000,99120.000,"106688","106831",false,false,"","","",78,0,0,70530.000,70530.000,true,true,0,0,,NO_LATER_SERVICE,false
"2181335",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,3840.000,73332.000,73332.000,99468.000,"106053","107418",true,true,"tr_2652","XXX---162455_109","XXX---162455_109_15",7,0,0,16560.000,16560.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2198562",munich_resident,pt,pt,PT_NEVER_BOARDED,52423.000,55588.000,55588.000,117212.000,"12817.3","12795.6",false,false,"","","",3,0,0,53160.000,53160.000,true,true,0,0,,NO_LATER_SERVICE,false
"2206990",munich_resident,pt,pt,PT_NEVER_BOARDED,9834.000,87347.000,87347.000,85453.000,"108544","106276",false,false,"","","",199,3,0,89160.000,14910.000,false,true,3,0,,NO_COMPATIBLE_CONNECTION,false
"2237460",munich_resident,pt,pt,PT_NEVER_BOARDED,13121.000,73060.000,73060.000,99740.000,"109548.1","109664",false,false,"","","",2,0,0,48930.000,48930.000,true,true,0,0,,NO_LATER_SERVICE,false
"2240708",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,84660.000,87052.000,87052.000,85748.000,"106108","106946",true,true,"tr_3608","XXX---162462_109","XXX---162462_109_26",481,6,0,89880.000,85860.000,false,true,6,0,,TRANSFER_MISSED_AFTER_DELAY,false
"226253",munich_resident,pt,pt,PT_NEVER_BOARDED,4455.000,60122.000,60122.000,112678.000,"106150","106056.1",false,false,"","","",4,0,0,15840.000,15840.000,true,true,0,0,,NO_LATER_SERVICE,false
"2262808",munich_resident,pt,pt,PT_NEVER_BOARDED,72521.000,72907.000,72907.000,99893.000,"109702.1","109676.1",false,false,"","","",45,0,0,72810.000,72810.000,true,true,0,0,,NO_LATER_SERVICE,false
"2266134",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,73920.000,78685.000,78685.000,94115.000,"106061","107343",true,true,"tr_2778","XXX---162456_109","XXX---162456_109_11",360,31,0,90960.000,75120.000,false,true,31,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2289834",munich_resident,pt,pt,PT_NEVER_BOARDED,1216.000,61653.000,61653.000,111147.000,"106911","106048",false,false,"","","",113,39,0,90060.000,15330.000,false,true,39,0,,NO_COMPATIBLE_CONNECTION,false
"2296343",munich_resident,pt,pt,PT_NEVER_BOARDED,11740.000,71930.000,71930.000,100870.000,"108318","108522",false,false,"","","",114,23,23,90720.000,90720.000,false,false,23,23,72120.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2304735",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,5640.000,84792.000,84792.000,88008.000,"106053","106530.1",true,true,"tr_3457","XXX---162461_109","XXX---162461_109_23",7,0,0,16560.000,16560.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2308466",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,20280.000,87989.000,87989.000,84811.000,"106090","106551",true,true,"tr_39359","XXX---2271995_1","XXX---2271995_1_7",182,0,0,80280.000,80280.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"231814",munich_resident,pt,pt,PT_NEVER_BOARDED,4036.000,55530.000,55530.000,117270.000,"106737","106056.1",false,false,"","","",4,0,0,15570.000,15570.000,true,true,0,0,,NO_LATER_SERVICE,false
"2318151",munich_resident,pt,pt,PT_NEVER_BOARDED,2123.000,85701.000,85701.000,87099.000,"106127.1","106050",false,false,"","","",113,3,0,88710.000,14670.000,false,true,3,0,,NO_COMPATIBLE_CONNECTION,false
"2347559",munich_resident,pt,pt,PT_NEVER_BOARDED,29523.000,72660.000,72660.000,100140.000,"106665","183120",false,false,"","","",176,22,22,91500.000,91500.000,false,false,22,22,73200.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2393048",munich_resident,pt,pt,PT_NEVER_BOARDED,3419.000,75279.000,75279.000,97521.000,"107945","106047.3",false,false,"","","",114,16,15,89490.000,88290.000,false,false,16,15,75360.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"23981",regional_background,pt,pt,PT_NEVER_BOARDED,44954.000,59715.000,59715.000,113085.000,"156744.1","70637.3",false,false,"","","",2,0,0,57960.000,57960.000,true,true,0,0,,NO_LATER_SERVICE,false
"2406675",munich_resident,pt,pt,PT_NEVER_BOARDED,7445.000,63706.000,63706.000,109094.000,"106399","107347.2",false,false,"","","",325,106,0,92100.000,14700.000,false,true,106,0,,NO_COMPATIBLE_CONNECTION,false
"2414074",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,69900.000,74646.000,74646.000,98154.000,"11627.4","62663.2",true,true,"tr_30128","XXX---2268730_3","XXX---2268730_3_0",142,7,0,79500.000,69900.000,false,true,7,0,,TRANSFER_MISSED_AFTER_DELAY,false
"242248",munich_resident,pt,pt,PT_NEVER_BOARDED,4878.000,58355.000,58355.000,114445.000,"106127.1","109351",false,false,"","","",113,43,43,88710.000,88710.000,false,false,43,43,58890.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2433196",munich_resident,pt,pt,PT_NEVER_BOARDED,8416.000,70699.000,70699.000,102101.000,"108387","106384",false,false,"","","",145,25,0,91050.000,12570.000,false,true,25,0,,NO_COMPATIBLE_CONNECTION,false
"246466",munich_resident,pt,pt,PT_NEVER_BOARDED,9500.000,89424.000,89424.000,83376.000,"106360","107825",false,false,"","","",121,2,0,90810.000,17190.000,false,true,2,0,,NO_COMPATIBLE_CONNECTION,false
"2477229",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,62400.000,67697.000,67697.000,105103.000,"12015.2","11832.1",true,true,"tr_30530","XXX---2268736_3","XXX---2268736_3_2",41,0,0,67320.000,67320.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"247753",munich_resident,pt,pt,PT_NEVER_BOARDED,2796.000,70226.000,70226.000,102574.000,"108858.1","106186.1",false,false,"","","",82,17,0,89520.000,15720.000,false,true,17,0,,NO_COMPATIBLE_CONNECTION,false
"2512387",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,16500.000,74836.000,74836.000,97964.000,"106092","107834",true,true,"tr_40474","XXX---2271999_1","XXX---2271999_1_0",11,10,0,91200.000,16500.000,false,true,10,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2551596",munich_resident,pt,pt,PT_NEVER_BOARDED,1515.000,75386.000,75386.000,97414.000,"109273.1","106273.2",false,false,"","","",3,0,0,14880.000,14880.000,true,true,0,0,,NO_LATER_SERVICE,false
"2564552",munich_resident,pt,pt,PT_NEVER_BOARDED,10480.000,63653.000,63653.000,109147.000,"106267","106048",false,false,"","","",195,57,0,90600.000,15810.000,false,true,57,0,,NO_COMPATIBLE_CONNECTION,false
"2578679",munich_resident,pt,pt,PT_NEVER_BOARDED,4575.000,73482.000,73482.000,99318.000,"108467","106053",false,false,"","","",150,21,0,91950.000,15660.000,false,true,21,0,,NO_COMPATIBLE_CONNECTION,false
"2582687",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,5669.000,57222.000,57222.000,115578.000,"106049.2","106157",true,true,"tr_2872","XXX---162456_109","XXX---162456_109_24",114,47,47,90540.000,90540.000,false,false,47,47,57810.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2590698",munich_resident,pt,pt,PT_NEVER_BOARDED,3049.000,74282.000,74282.000,98518.000,"108608","106476",false,false,"","","",145,20,0,91530.000,16590.000,false,true,20,0,,NO_COMPATIBLE_CONNECTION,false
"2591680",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,71400.000,76127.000,76127.000,96673.000,"109809","109727",true,true,"tr_2772","XXX---162456_109","XXX---162456_109_8",57,0,0,76110.000,76110.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2597237",munich_resident,pt,pt,PT_NEVER_BOARDED,10137.000,55943.000,55943.000,116857.000,"107252.1","109091",false,false,"","","",4,1,0,91410.000,14790.000,false,true,1,0,,NO_COMPATIBLE_CONNECTION,false
"2606263",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,78780.000,82332.000,82332.000,90468.000,"106091","106645",true,true,"tr_2777","XXX---162456_109","XXX---162456_109_11",168,0,0,81300.000,81300.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2615560",munich_resident,pt,pt,PT_NEVER_BOARDED,10904.000,78060.000,78060.000,94740.000,"108941","106054",false,false,"","","",114,13,0,91410.000,14850.000,false,true,13,0,,NO_COMPATIBLE_CONNECTION,false
"2616014",munich_resident,pt,pt,PT_NEVER_BOARDED,11274.000,65187.000,65187.000,107613.000,"106584","107350",false,false,"","","",452,140,37,92280.000,92280.000,false,false,140,37,65310.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2623508",munich_resident,pt,pt,PT_NEVER_BOARDED,15243.000,63598.000,63598.000,109202.000,"108858.1","107630.1",false,false,"","","",82,27,22,89520.000,89520.000,false,false,27,22,64230.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2623812",munich_resident,pt,pt,PT_NEVER_BOARDED,7497.000,71543.000,71543.000,101257.000,"106352","106050",false,false,"","","",311,56,26,93240.000,93240.000,false,false,56,26,71790.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2631556",munich_resident,pt,pt,PT_NEVER_BOARDED,5676.000,72499.000,72499.000,100301.000,"106174","106082",false,false,"","","",222,44,23,90780.000,90780.000,false,false,44,23,72510.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2652148",munich_resident,pt,pt,PT_NEVER_BOARDED,15902.000,83518.000,83518.000,89282.000,"108345","106433",false,false,"","","",157,8,8,92280.000,92280.000,false,false,8,8,83883.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2669498",munich_resident,pt,pt,PT_NEVER_BOARDED,6747.000,70196.000,70196.000,102604.000,"108523","106434",false,false,"","","",282,44,26,91350.000,91350.000,false,false,44,26,70680.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2671027",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,72600.000,73669.000,73669.000,99131.000,"108019","108330",true,true,"tr_56175","XXX---2272106_3","XXX---2272106_3_1",177,32,0,92640.000,72840.000,false,true,32,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2676485",unresolved_background,pt,pt,PT_BOARDED_NOT_ARRIVED,52273.000,54021.000,54021.000,118779.000,"102458.2","146068.1",true,true,"tr_37146","XXX---2270082_3","XXX---2270082_3_18",6,1,0,57900.000,52620.000,false,true,1,0,,TRANSFER_MISSED_AFTER_DELAY,false
"268252",munich_resident,pt,pt,PT_NEVER_BOARDED,9421.000,62858.000,62858.000,109942.000,"106530.1","107257",false,false,"","","",232,64,0,89910.000,17100.000,false,true,64,0,,NO_COMPATIBLE_CONNECTION,false
"268253",munich_resident,pt,pt,PT_NEVER_BOARDED,4998.000,49220.000,49220.000,123580.000,"107866","106078",false,false,"","","",52,22,0,75510.000,16170.000,false,true,22,0,,NO_COMPATIBLE_CONNECTION,false
"2691050",munich_resident,pt,pt,PT_NEVER_BOARDED,69844.000,69939.000,69939.000,102861.000,"106362","109217",false,false,"","","",350,65,0,90600.000,69900.000,false,true,65,0,,NO_COMPATIBLE_CONNECTION,false
"2701482",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,75669.000,80401.000,80401.000,92399.000,"109794.2","106697",true,true,"tr_2855","XXX---162456_109","XXX---162456_109_20",151,9,0,90690.000,75780.000,false,true,9,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2703435",munich_resident,pt,pt,PT_NEVER_BOARDED,2562.000,80267.000,80267.000,92533.000,"108467","106360",false,false,"","","",150,10,0,91950.000,15660.000,false,true,10,0,,NO_COMPATIBLE_CONNECTION,false
"271314",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,60060.000,61511.000,61511.000,111289.000,"143652","136331.1",true,true,"tr_790","XXX---162007_2_1158069900","XXX---162007_2_1158069900_5",2,0,0,61380.000,61380.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2713745",munich_resident,pt,pt,PT_NEVER_BOARDED,10163.000,71940.000,71940.000,100860.000,"109295","106235",false,false,"","","",3,0,0,14640.000,14640.000,true,true,0,0,,NO_LATER_SERVICE,false
"2715769",munich_resident,pt,pt,PT_NEVER_BOARDED,4180.000,54515.000,54515.000,118285.000,"108529","106051",false,false,"","","",199,88,0,89400.000,15150.000,false,true,88,0,,NO_COMPATIBLE_CONNECTION,false
"2723072",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,26100.000,75266.000,75266.000,97534.000,"108614.3","108566.4",true,true,"tr_40595","XXX---2271999_1","XXX---2271999_1_4",83,10,10,87600.000,87600.000,false,false,10,10,75543.000,COMPATIBLE_SERVICE_NOT_BOARDED,false
"2732475",munich_resident,pt,pt,PT_BOARDED_NOT_ARRIVED,78300.000,83053.000,83053.000,89747.000,"106952.1","107816",true,true,"tr_2520","XXX---162455_109","XXX---162455_109_0",149,0,0,80640.000,80640.000,true,true,0,0,,TRANSFER_MISSED_AFTER_DELAY,false
"2736893",munich_resident,pt,pt,PT_NEVER_BOARDED,10721.000,70560.000,70560.000,102240.000,"106908","106048",false,false,"","","",113,25,0,89970.000,15270.000,false,true,25,0,,NO_COMPATIBLE_CONNECTION,false
"2741446",munich_resident,pt,pt,PT_NEVER_BOARDED,9041.000,67389.000,67389.000,105411.000,"106274.2","108741",false,false,"","","",4,0,0,16650.000,16650.000,true,true,0,0,,NO_LATER_SERVICE,false
"275371",munich_resident,pt,pt,PT_NEVER_BOARDED,11105.000,49469.000,49469.000,123331.000,"106911","106048",false,false,"","","",113,60,0,90060.000,15330.000,false,true,60,0,,NO_COMPATIBLE_CONNECTION,false
